time	90 dBSPL	84 dBSPL	78  dBSPL	72  dBSPL	66  dBSPL	60  dBSPL	54  dBSPL	48  dBSPL	42  dBSPL	36  dBSPL	30  dBSPL	24  dBSPL	18 dBSPL
0.000358400000	-0.0000000039	-0.0000030603	-0.0000048121	-0.0000062033	-0.0000068039	-0.0000115538	-0.0000121547	-0.0000136634	-0.0000147531	-0.0000165054	-0.0000196476	-0.0000219283	-0.0000220203
0.000368640000	-0.0000000034	-0.0000030470	-0.0000048162	-0.0000061970	-0.0000068126	-0.0000115500	-0.0000121666	-0.0000136543	-0.0000147595	-0.0000165129	-0.0000196578	-0.0000219210	-0.0000220211
0.000378880000	-0.0000000033	-0.0000030340	-0.0000048218	-0.0000061901	-0.0000068214	-0.0000115466	-0.0000121777	-0.0000136457	-0.0000147644	-0.0000165214	-0.0000196669	-0.0000219132	-0.0000220221
0.000389120000	-0.0000000034	-0.0000030213	-0.0000048285	-0.0000061825	-0.0000068303	-0.0000115438	-0.0000121877	-0.0000136377	-0.0000147680	-0.0000165310	-0.0000196749	-0.0000219050	-0.0000220235
0.000399360000	-0.0000000035	-0.0000030089	-0.0000048363	-0.0000061743	-0.0000068392	-0.0000115415	-0.0000121965	-0.0000136303	-0.0000147703	-0.0000165417	-0.0000196816	-0.0000218962	-0.0000220253
0.000409600000	-0.0000000036	-0.0000029968	-0.0000048449	-0.0000061656	-0.0000068483	-0.0000115400	-0.0000122041	-0.0000136236	-0.0000147712	-0.0000165537	-0.0000196870	-0.0000218869	-0.0000220277
0.000419840000	-0.0000000033	-0.0000029848	-0.0000048541	-0.0000061566	-0.0000068577	-0.0000115391	-0.0000122104	-0.0000136176	-0.0000147709	-0.0000165671	-0.0000196912	-0.0000218770	-0.0000220306
0.000430080000	-0.0000000026	-0.0000029730	-0.0000048635	-0.0000061475	-0.0000068673	-0.0000115390	-0.0000122155	-0.0000136121	-0.0000147694	-0.0000165818	-0.0000196942	-0.0000218664	-0.0000220344
0.000440320000	-0.0000000013	-0.0000029614	-0.0000048730	-0.0000061384	-0.0000068772	-0.0000115396	-0.0000122194	-0.0000136071	-0.0000147671	-0.0000165978	-0.0000196961	-0.0000218549	-0.0000220389
0.000450560000	0.0000000006	-0.0000029500	-0.0000048822	-0.0000061296	-0.0000068872	-0.0000115408	-0.0000122224	-0.0000136023	-0.0000147639	-0.0000166151	-0.0000196970	-0.0000218425	-0.0000220445
0.000460800000	0.0000000032	-0.0000029389	-0.0000048910	-0.0000061210	-0.0000068973	-0.0000115425	-0.0000122245	-0.0000135976	-0.0000147603	-0.0000166333	-0.0000196970	-0.0000218292	-0.0000220512
0.000471040000	0.0000000065	-0.0000029280	-0.0000048991	-0.0000061129	-0.0000069074	-0.0000115448	-0.0000122261	-0.0000135928	-0.0000147564	-0.0000166525	-0.0000196963	-0.0000218148	-0.0000220590
0.000481280000	0.0000000105	-0.0000029176	-0.0000049063	-0.0000061055	-0.0000069175	-0.0000115474	-0.0000122272	-0.0000135875	-0.0000147523	-0.0000166722	-0.0000196952	-0.0000217993	-0.0000220680
0.000491520000	0.0000000152	-0.0000029076	-0.0000049127	-0.0000060987	-0.0000069274	-0.0000115505	-0.0000122282	-0.0000135817	-0.0000147482	-0.0000166923	-0.0000196938	-0.0000217828	-0.0000220783
0.000501760000	0.0000000206	-0.0000028981	-0.0000049181	-0.0000060928	-0.0000069371	-0.0000115538	-0.0000122294	-0.0000135753	-0.0000147442	-0.0000167125	-0.0000196924	-0.0000217653	-0.0000220898
0.000512000000	0.0000000266	-0.0000028894	-0.0000049227	-0.0000060878	-0.0000069464	-0.0000115574	-0.0000122311	-0.0000135681	-0.0000147403	-0.0000167325	-0.0000196913	-0.0000217470	-0.0000221023
0.000522240000	0.0000000332	-0.0000028814	-0.0000049266	-0.0000060837	-0.0000069553	-0.0000115612	-0.0000122337	-0.0000135602	-0.0000147366	-0.0000167521	-0.0000196904	-0.0000217280	-0.0000221158
0.000532480000	0.0000000404	-0.0000028740	-0.0000049298	-0.0000060805	-0.0000069636	-0.0000115652	-0.0000122373	-0.0000135515	-0.0000147330	-0.0000167709	-0.0000196901	-0.0000217084	-0.0000221300
0.000542720000	0.0000000482	-0.0000028673	-0.0000049327	-0.0000060781	-0.0000069713	-0.0000115692	-0.0000122424	-0.0000135422	-0.0000147295	-0.0000167889	-0.0000196904	-0.0000216884	-0.0000221446
0.000552960000	0.0000000565	-0.0000028612	-0.0000049354	-0.0000060765	-0.0000069784	-0.0000115732	-0.0000122491	-0.0000135322	-0.0000147260	-0.0000168057	-0.0000196915	-0.0000216682	-0.0000221596
0.000563200000	0.0000000654	-0.0000028555	-0.0000049382	-0.0000060754	-0.0000069848	-0.0000115772	-0.0000122579	-0.0000135217	-0.0000147225	-0.0000168214	-0.0000196932	-0.0000216479	-0.0000221745
0.000573440000	0.0000000747	-0.0000028500	-0.0000049411	-0.0000060747	-0.0000069905	-0.0000115811	-0.0000122688	-0.0000135109	-0.0000147191	-0.0000168357	-0.0000196958	-0.0000216276	-0.0000221892
0.000583680000	0.0000000844	-0.0000028445	-0.0000049444	-0.0000060742	-0.0000069954	-0.0000115850	-0.0000122819	-0.0000134999	-0.0000147157	-0.0000168485	-0.0000196990	-0.0000216075	-0.0000222036
0.000593920000	0.0000000944	-0.0000028390	-0.0000049481	-0.0000060736	-0.0000069995	-0.0000115890	-0.0000122974	-0.0000134887	-0.0000147124	-0.0000168598	-0.0000197029	-0.0000215877	-0.0000222174
0.000604160000	0.0000001046	-0.0000028331	-0.0000049524	-0.0000060727	-0.0000070030	-0.0000115929	-0.0000123150	-0.0000134777	-0.0000147093	-0.0000168696	-0.0000197074	-0.0000215683	-0.0000222306
0.000614400000	0.0000001149	-0.0000028269	-0.0000049572	-0.0000060713	-0.0000070059	-0.0000115971	-0.0000123346	-0.0000134667	-0.0000147064	-0.0000168779	-0.0000197124	-0.0000215494	-0.0000222430
0.000624640000	0.0000001251	-0.0000028200	-0.0000049628	-0.0000060692	-0.0000070085	-0.0000116015	-0.0000123560	-0.0000134559	-0.0000147037	-0.0000168847	-0.0000197179	-0.0000215310	-0.0000222549
0.000634880000	0.0000001352	-0.0000028125	-0.0000049691	-0.0000060664	-0.0000070108	-0.0000116062	-0.0000123787	-0.0000134454	-0.0000147014	-0.0000168900	-0.0000197238	-0.0000215133	-0.0000222660
0.000645120000	0.0000001451	-0.0000028042	-0.0000049762	-0.0000060626	-0.0000070132	-0.0000116114	-0.0000124025	-0.0000134351	-0.0000146995	-0.0000168939	-0.0000197301	-0.0000214962	-0.0000222766
0.000655360000	0.0000001547	-0.0000027950	-0.0000049841	-0.0000060580	-0.0000070158	-0.0000116171	-0.0000124268	-0.0000134251	-0.0000146980	-0.0000168966	-0.0000197367	-0.0000214797	-0.0000222865
0.000665600000	0.0000001641	-0.0000027849	-0.0000049928	-0.0000060525	-0.0000070189	-0.0000116233	-0.0000124513	-0.0000134153	-0.0000146969	-0.0000168980	-0.0000197434	-0.0000214639	-0.0000222957
0.000675840000	0.0000001730	-0.0000027739	-0.0000050024	-0.0000060462	-0.0000070228	-0.0000116303	-0.0000124755	-0.0000134057	-0.0000146963	-0.0000168984	-0.0000197501	-0.0000214486	-0.0000223043
0.000686080000	0.0000001816	-0.0000027623	-0.0000050127	-0.0000060391	-0.0000070277	-0.0000116380	-0.0000124992	-0.0000133965	-0.0000146963	-0.0000168979	-0.0000197568	-0.0000214338	-0.0000223123
0.000696320000	0.0000001898	-0.0000027501	-0.0000050239	-0.0000060314	-0.0000070339	-0.0000116464	-0.0000125222	-0.0000133877	-0.0000146969	-0.0000168968	-0.0000197634	-0.0000214195	-0.0000223195
0.000706560000	0.0000001977	-0.0000027374	-0.0000050358	-0.0000060230	-0.0000070415	-0.0000116556	-0.0000125441	-0.0000133793	-0.0000146981	-0.0000168951	-0.0000197699	-0.0000214057	-0.0000223259
0.000716800000	0.0000002053	-0.0000027246	-0.0000050483	-0.0000060142	-0.0000070504	-0.0000116653	-0.0000125649	-0.0000133715	-0.0000146998	-0.0000168932	-0.0000197762	-0.0000213922	-0.0000223314
0.000727040000	0.0000002127	-0.0000027117	-0.0000050613	-0.0000060050	-0.0000070607	-0.0000116755	-0.0000125843	-0.0000133643	-0.0000147023	-0.0000168913	-0.0000197822	-0.0000213791	-0.0000223357
0.000737280000	0.0000002201	-0.0000026989	-0.0000050747	-0.0000059955	-0.0000070723	-0.0000116859	-0.0000126024	-0.0000133579	-0.0000147054	-0.0000168895	-0.0000197880	-0.0000213665	-0.0000223389
0.000747520000	0.0000002275	-0.0000026865	-0.0000050882	-0.0000059858	-0.0000070851	-0.0000116963	-0.0000126190	-0.0000133524	-0.0000147093	-0.0000168881	-0.0000197934	-0.0000213542	-0.0000223410
0.000757760000	0.0000002350	-0.0000026746	-0.0000051018	-0.0000059761	-0.0000070987	-0.0000117067	-0.0000126341	-0.0000133477	-0.0000147140	-0.0000168872	-0.0000197987	-0.0000213425	-0.0000223421
0.000768000000	0.0000002426	-0.0000026633	-0.0000051152	-0.0000059666	-0.0000071131	-0.0000117167	-0.0000126478	-0.0000133441	-0.0000147195	-0.0000168868	-0.0000198038	-0.0000213312	-0.0000223422
0.000778240000	0.0000002504	-0.0000026526	-0.0000051284	-0.0000059575	-0.0000071278	-0.0000117261	-0.0000126600	-0.0000133415	-0.0000147259	-0.0000168870	-0.0000198087	-0.0000213202	-0.0000223415
0.000788480000	0.0000002585	-0.0000026427	-0.0000051412	-0.0000059490	-0.0000071425	-0.0000117348	-0.0000126710	-0.0000133398	-0.0000147332	-0.0000168877	-0.0000198135	-0.0000213096	-0.0000223402
0.000798720000	0.0000002669	-0.0000026336	-0.0000051535	-0.0000059413	-0.0000071570	-0.0000117426	-0.0000126807	-0.0000133390	-0.0000147415	-0.0000168890	-0.0000198182	-0.0000212993	-0.0000223385
0.000808960000	0.0000002756	-0.0000026253	-0.0000051654	-0.0000059347	-0.0000071711	-0.0000117496	-0.0000126893	-0.0000133391	-0.0000147508	-0.0000168908	-0.0000198227	-0.0000212893	-0.0000223367
0.000819200000	0.0000002846	-0.0000026176	-0.0000051767	-0.0000059294	-0.0000071845	-0.0000117558	-0.0000126970	-0.0000133401	-0.0000147611	-0.0000168930	-0.0000198270	-0.0000212796	-0.0000223352
0.000829440000	0.0000002940	-0.0000026104	-0.0000051875	-0.0000059254	-0.0000071971	-0.0000117612	-0.0000127039	-0.0000133418	-0.0000147723	-0.0000168956	-0.0000198312	-0.0000212699	-0.0000223344
0.000839680000	0.0000003040	-0.0000026038	-0.0000051977	-0.0000059228	-0.0000072087	-0.0000117660	-0.0000127102	-0.0000133443	-0.0000147843	-0.0000168985	-0.0000198353	-0.0000212604	-0.0000223344
0.000849920000	0.0000003145	-0.0000025975	-0.0000052074	-0.0000059217	-0.0000072193	-0.0000117703	-0.0000127161	-0.0000133473	-0.0000147971	-0.0000169018	-0.0000198392	-0.0000212510	-0.0000223355
0.000860160000	0.0000003255	-0.0000025915	-0.0000052166	-0.0000059220	-0.0000072289	-0.0000117742	-0.0000127216	-0.0000133509	-0.0000148105	-0.0000169053	-0.0000198430	-0.0000212416	-0.0000223378
0.000870400000	0.0000003371	-0.0000025856	-0.0000052252	-0.0000059237	-0.0000072375	-0.0000117779	-0.0000127269	-0.0000133550	-0.0000148244	-0.0000169092	-0.0000198467	-0.0000212322	-0.0000223415
0.000880640000	0.0000003491	-0.0000025798	-0.0000052334	-0.0000059267	-0.0000072453	-0.0000117813	-0.0000127319	-0.0000133596	-0.0000148386	-0.0000169135	-0.0000198503	-0.0000212227	-0.0000223467
0.000890880000	0.0000003617	-0.0000025741	-0.0000052410	-0.0000059307	-0.0000072523	-0.0000117847	-0.0000127367	-0.0000133647	-0.0000148532	-0.0000169182	-0.0000198538	-0.0000212131	-0.0000223532
0.000901120000	0.0000003747	-0.0000025684	-0.0000052480	-0.0000059356	-0.0000072585	-0.0000117881	-0.0000127413	-0.0000133701	-0.0000148677	-0.0000169235	-0.0000198571	-0.0000212034	-0.0000223610
0.000911360000	0.0000003882	-0.0000025627	-0.0000052542	-0.0000059409	-0.0000072640	-0.0000117916	-0.0000127455	-0.0000133758	-0.0000148821	-0.0000169293	-0.0000198601	-0.0000211936	-0.0000223697
0.000921600000	0.0000004019	-0.0000025570	-0.0000052594	-0.0000059464	-0.0000072690	-0.0000117953	-0.0000127493	-0.0000133817	-0.0000148962	-0.0000169360	-0.0000198630	-0.0000211837	-0.0000223792
0.000931840000	0.0000004158	-0.0000025513	-0.0000052634	-0.0000059517	-0.0000072735	-0.0000117992	-0.0000127527	-0.0000133878	-0.0000149099	-0.0000169436	-0.0000198658	-0.0000211737	-0.0000223891
0.000942080000	0.0000004296	-0.0000025454	-0.0000052663	-0.0000059565	-0.0000072777	-0.0000118034	-0.0000127556	-0.0000133940	-0.0000149230	-0.0000169523	-0.0000198684	-0.0000211639	-0.0000223993
0.000952320000	0.0000004433	-0.0000025394	-0.0000052678	-0.0000059607	-0.0000072818	-0.0000118079	-0.0000127581	-0.0000134001	-0.0000149355	-0.0000169621	-0.0000198710	-0.0000211544	-0.0000224095
0.000962560000	0.0000004565	-0.0000025331	-0.0000052679	-0.0000059639	-0.0000072859	-0.0000118126	-0.0000127601	-0.0000134060	-0.0000149474	-0.0000169730	-0.0000198736	-0.0000211452	-0.0000224194
0.000972800000	0.0000004690	-0.0000025263	-0.0000052666	-0.0000059659	-0.0000072901	-0.0000118175	-0.0000127615	-0.0000134116	-0.0000149586	-0.0000169852	-0.0000198763	-0.0000211365	-0.0000224289
0.000983040000	0.0000004808	-0.0000025190	-0.0000052640	-0.0000059667	-0.0000072947	-0.0000118226	-0.0000127623	-0.0000134167	-0.0000149693	-0.0000169986	-0.0000198792	-0.0000211284	-0.0000224376
0.000993280000	0.0000004914	-0.0000025112	-0.0000052601	-0.0000059662	-0.0000072996	-0.0000118277	-0.0000127626	-0.0000134214	-0.0000149796	-0.0000170132	-0.0000198823	-0.0000211209	-0.0000224454
0.001003520000	0.0000005009	-0.0000025028	-0.0000052550	-0.0000059645	-0.0000073050	-0.0000118328	-0.0000127625	-0.0000134253	-0.0000149895	-0.0000170289	-0.0000198856	-0.0000211140	-0.0000224523
0.001013760000	0.0000005092	-0.0000024939	-0.0000052491	-0.0000059616	-0.0000073109	-0.0000118379	-0.0000127618	-0.0000134287	-0.0000149992	-0.0000170457	-0.0000198892	-0.0000211076	-0.0000224580
0.001024000000	0.0000005161	-0.0000024843	-0.0000052423	-0.0000059578	-0.0000073173	-0.0000118428	-0.0000127607	-0.0000134314	-0.0000150088	-0.0000170635	-0.0000198930	-0.0000211018	-0.0000224626
0.001034240000	0.0000005217	-0.0000024741	-0.0000052348	-0.0000059532	-0.0000073243	-0.0000118474	-0.0000127591	-0.0000134335	-0.0000150187	-0.0000170821	-0.0000198970	-0.0000210964	-0.0000224661
0.001044480000	0.0000005261	-0.0000024633	-0.0000052269	-0.0000059480	-0.0000073318	-0.0000118517	-0.0000127570	-0.0000134351	-0.0000150288	-0.0000171016	-0.0000199009	-0.0000210913	-0.0000224684
0.001054720000	0.0000005293	-0.0000024520	-0.0000052187	-0.0000059424	-0.0000073397	-0.0000118554	-0.0000127544	-0.0000134364	-0.0000150394	-0.0000171217	-0.0000199047	-0.0000210862	-0.0000224696
0.001064960000	0.0000005315	-0.0000024402	-0.0000052103	-0.0000059367	-0.0000073481	-0.0000118585	-0.0000127513	-0.0000134375	-0.0000150506	-0.0000171423	-0.0000199084	-0.0000210809	-0.0000224699
0.001075200000	0.0000005329	-0.0000024282	-0.0000052019	-0.0000059311	-0.0000073568	-0.0000118608	-0.0000127476	-0.0000134385	-0.0000150625	-0.0000171633	-0.0000199118	-0.0000210752	-0.0000224695
0.001085440000	0.0000005337	-0.0000024159	-0.0000051937	-0.0000059258	-0.0000073656	-0.0000118623	-0.0000127433	-0.0000134398	-0.0000150753	-0.0000171846	-0.0000199148	-0.0000210690	-0.0000224686
0.001095680000	0.0000005341	-0.0000024036	-0.0000051857	-0.0000059210	-0.0000073746	-0.0000118628	-0.0000127383	-0.0000134414	-0.0000150889	-0.0000172060	-0.0000199174	-0.0000210620	-0.0000224673
0.001105920000	0.0000005341	-0.0000023911	-0.0000051779	-0.0000059171	-0.0000073837	-0.0000118623	-0.0000127328	-0.0000134435	-0.0000151035	-0.0000172275	-0.0000199196	-0.0000210541	-0.0000224660
0.001116160000	0.0000005341	-0.0000023788	-0.0000051704	-0.0000059142	-0.0000073928	-0.0000118605	-0.0000127267	-0.0000134462	-0.0000151191	-0.0000172489	-0.0000199216	-0.0000210454	-0.0000224648
0.001126400000	0.0000005340	-0.0000023665	-0.0000051632	-0.0000059126	-0.0000074022	-0.0000118576	-0.0000127201	-0.0000134497	-0.0000151357	-0.0000172703	-0.0000199233	-0.0000210358	-0.0000224640
0.001136640000	0.0000005340	-0.0000023543	-0.0000051561	-0.0000059125	-0.0000074118	-0.0000118535	-0.0000127131	-0.0000134540	-0.0000151533	-0.0000172916	-0.0000199249	-0.0000210254	-0.0000224637
0.001146880000	0.0000005342	-0.0000023424	-0.0000051491	-0.0000059139	-0.0000074216	-0.0000118483	-0.0000127059	-0.0000134593	-0.0000151720	-0.0000173128	-0.0000199265	-0.0000210143	-0.0000224641
0.001157120000	0.0000005347	-0.0000023309	-0.0000051421	-0.0000059168	-0.0000074318	-0.0000118419	-0.0000126984	-0.0000134654	-0.0000151917	-0.0000173337	-0.0000199281	-0.0000210025	-0.0000224655
0.001167360000	0.0000005354	-0.0000023199	-0.0000051351	-0.0000059212	-0.0000074426	-0.0000118346	-0.0000126908	-0.0000134725	-0.0000152125	-0.0000173544	-0.0000199297	-0.0000209904	-0.0000224678
0.001177600000	0.0000005365	-0.0000023096	-0.0000051278	-0.0000059268	-0.0000074540	-0.0000118263	-0.0000126832	-0.0000134803	-0.0000152345	-0.0000173749	-0.0000199315	-0.0000209781	-0.0000224712
0.001187840000	0.0000005378	-0.0000023001	-0.0000051204	-0.0000059336	-0.0000074663	-0.0000118173	-0.0000126754	-0.0000134890	-0.0000152576	-0.0000173949	-0.0000199332	-0.0000209659	-0.0000224757
0.001198080000	0.0000005395	-0.0000022916	-0.0000051128	-0.0000059413	-0.0000074793	-0.0000118077	-0.0000126677	-0.0000134982	-0.0000152819	-0.0000174144	-0.0000199349	-0.0000209539	-0.0000224813
0.001208320000	0.0000005416	-0.0000022841	-0.0000051048	-0.0000059495	-0.0000074931	-0.0000117978	-0.0000126601	-0.0000135079	-0.0000153073	-0.0000174333	-0.0000199366	-0.0000209424	-0.0000224880
0.001218560000	0.0000005442	-0.0000022776	-0.0000050963	-0.0000059581	-0.0000075077	-0.0000117875	-0.0000126526	-0.0000135178	-0.0000153337	-0.0000174513	-0.0000199381	-0.0000209315	-0.0000224955
0.001228800000	0.0000005475	-0.0000022721	-0.0000050875	-0.0000059668	-0.0000075228	-0.0000117772	-0.0000126454	-0.0000135279	-0.0000153610	-0.0000174683	-0.0000199393	-0.0000209213	-0.0000225037
0.001239040000	0.0000005516	-0.0000022673	-0.0000050782	-0.0000059755	-0.0000075383	-0.0000117669	-0.0000126384	-0.0000135379	-0.0000153889	-0.0000174841	-0.0000199402	-0.0000209118	-0.0000225124
0.001249280000	0.0000005566	-0.0000022632	-0.0000050684	-0.0000059840	-0.0000075541	-0.0000117566	-0.0000126319	-0.0000135477	-0.0000154172	-0.0000174985	-0.0000199407	-0.0000209030	-0.0000225214
0.001259520000	0.0000005628	-0.0000022594	-0.0000050582	-0.0000059923	-0.0000075700	-0.0000117465	-0.0000126258	-0.0000135574	-0.0000154457	-0.0000175115	-0.0000199409	-0.0000208948	-0.0000225305
